input string, place, country, latitude, longitude, count
"sl, ut","","",,,1
"slapton ley, devon","","",,,1
"sleman","sleman","indonesia",-7.71556,110.35556,1
"sleman, di. yogyakarta","sleman","indonesia",-7.71556,110.35556,1
"sligo, ireland","sligo","ireland",54.26969,-8.46943,1
"slite, gotland, sweden","sweden","sweden",60.128161,18.643501,1
"slovakia, hungary","hungary","hungary",47.162494,19.503304,1
"slovakia; united kingdom","slovakia","slovakia",48.669026,19.699024,1
"slovenia","slovenia","slovenia",46.151241,14.995463,1
"slovenia / belgium","slovenia","slovenia",46.151241,14.995463,1
"sm-esa-503","","",,,1
"smk kehutanan makassar","","",,,1
"smpn 3 bogor","","",,,1
"so. california","","",,,1
"so.nevada, usa","","",,,1
"socal","","",,,1
"socal (pq) & dc","","",,,1
"sofia, bulgaria","sofia","bulgaria",42.69751,23.32415,1
"soho,london","","",,,1
"solihull uk","solihull","united kingdom",52.41426,-1.78094,1
"sollentuna","sollentuna","sweden",59.42804,17.95093,1
"solna","solna","sweden",59.36004,18.00086,1
"solna sweden","","",,,1
"solo","solok","indonesia",-0.8006,100.6571,1
"solo - central java","","",,,1
"solo - idn","","",,,1
"solo - indonesia","","",,,1
"solo balapan","","",,,1
"solo city","","",,,1
"solo indonesia","","",,,1
"solo java indonesia","","",,,1
"solo raya","","",,,1
"solo raya (surakarta)","","",,,1
"solo, central java, indonesia","solok","indonesia",-0.8006,100.6571,1
"solo, jawa tengah","solok","indonesia",-0.8006,100.6571,1
"solo, middle java, indonesia","solok","indonesia",-0.8006,100.6571,1
"solo-lampung, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"solo-palembang,indonesia","indonesia","indonesia",-0.789275,113.921327,1
"solo_central java_indonesia","","",,,1
"solok-sumbar,jakarta,indonesia","indonesia","indonesia",-0.789275,113.921327,1
"someren","someren","netherlands",51.385,5.71111,1
"somerset / uk","somerset east","south africa",-32.72173,25.58804,1
"somerset, uk","somerset","united states",40.4976,-74.48849,1
"sometimes narnia","","",,,1
"somewhere","","",,,1
"somewhere amazing ;)","","",,,1
"somewhere awesome","","",,,1
"somewhere here","","",,,1
"somewhere in germany ...","","",,,1
"somewhere in indonesia","","",,,1
"somewhere in milkyway","","",,,1
"somewhere in neverland","","",,,1
"somewhere in the pacific...usa","","",,,1
"somewhere in time","","",,,1
"somewhere in wonderland","","",,,1
"somewhere only we know","","",,,1
"somewhere over the rainbow","","",,,1
"somewhere over the rainbow...","","",,,1
"songkhla thailand","songkhla","thailand",7.19882,100.5951,1
"sonkajÌ?rvi","","",,,1
"sonoma county-the wine country","","",,,1
"sooke, british columbia","","",,,1
"soreang, bandung","soreang","indonesia",-7.03306,107.51833,1
"soulful explorer","","",,,1
"south","southsea","united kingdom",50.79205,-1.08593,1
"south africa","south africa","south africa",-30.559482,22.937506,1
"south africa & worldwide","south africa","south africa",-30.559482,22.937506,1
"south africa, johannesburg","south san francisco","united states",37.65466,-122.40775,1
"south africa, planet earth","south san francisco","united states",37.65466,-122.40775,1
"south ayrshire","south africa","south africa",-30.559482,22.937506,1
"south bank, london","south bend","united states",41.68338,-86.25001,1
"south berwyn school district 1","south bend","united states",41.68338,-86.25001,1
"south buitenzorg","south burlington","united states",44.46699,-73.17096,1
"south carolina","south africa","south africa",-30.559482,22.937506,1
"south celebes, makassar","","",,,1
"south dakota","","",,,1
"south downs uk","","",,,1
"south east england","south el monte","united states",34.05195,-118.04673,1
"south florida","south korea","south korea",35.907757,127.766922,1
"south huron welcome centre","","",,,1
"south jakarta","south jordan","united states",40.56217,-111.92966,1
"south jakarta,indonesia","south jordan","united states",40.56217,-111.92966,1
"south kalimantan","","",,,1
"south kalimantan, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"south korea","south korea","south korea",35.907757,127.766922,1
"south korea, ?ÙÒŒ??,‘ÎÛ’¥Ï‘ø?êµ?","south orange","united states",40.74899,-74.26126,1
"south london, uk","south ockendon","united kingdom",51.50799,0.28333,1
"south manchester","","",,,1
"south of england.","south orange","united states",40.74899,-74.26126,1
"south pinette, pe","south plainfield","united states",40.57927,-74.41154,1
"south tangerang, indonesia","south tangerang","indonesia",-6.28862,106.71789,1
"south wales","south hadley","united states",42.25842,-72.57453,1
"south wales, uk","south hadley","united states",42.25842,-72.57453,1
"south west, uk","south whittier","united states",33.96085,-118.04173,2
"south woodside road, glasgow","","",,,1
"south-east england","","",,,1
"southampton","southampton","united kingdom",50.90395,-1.40428,1
"southampton, uk","southampton","united kingdom",50.90395,-1.40428,1
"southern africa","south africa","south africa",-30.559482,22.937506,1
"southern africa and uk","","",,,1
"southern california","","",,,1
"southern california | sweden","","",,,1
"southern california, usa","","",,,1
"southern gippsland","","",,,1
"southern ontario","","",,,1
"southern oregon","","",,,1
"southern sumatra","","",,,1
"southern, nj","southaven","united states",34.98898,-90.01259,1
"southport, merseyside,england","southport","united kingdom",53.64779,-3.00648,1
"southwest florida","","",,,1
"sp,brazil","brazil","brazil",-14.235004,-51.92528,1
"sp-br","","",,,1
"space & time something","","",,,1
"spaceship earth","","",,,1
"spain","spain","spain",40.463667,-3.74922,1
"spain | rus | usa","","",,,1
"spain/gibraltar","","",,,1
"spc","","",,,1
"spider man hq","","",,,1
"spijkenisse","spijkenisse","netherlands",51.845,4.32917,1
"splott, cardiff","","",,,1
"spruce grove, alberta, canada","spruce grove","canada",53.53344,-113.91874,1
"squamish","","",,,1
"sragen-surabaya-jakarta","","",,,1
"sri lanka","sri lanka","sri lanka",7.873054,80.771797,1
"sri lanka- colombo","sri lanka","sri lanka",7.873054,80.771797,1
"ss: 43.542207,-79.6003362","","",,,1
"st albans uk","st albans","united kingdom",51.75,-0.33333,1
"st andrews, scotland","","",,,2
"st annes","","",,,1
"st austell, cornwall","st austell","united kingdom",50.3425,-4.77442,1
"st karins finland","","",,,1
"st omer, france","france","france",46.227638,2.213749,1
"st paul, mn","st. pauli","germany",53.557,9.964,1
"st peter port, guernsey","saint peter port","guernsey",49.45981,-2.53527,1
"st. albert, ab","st. albert","canada",53.63344,-113.63533,1
"st. augustine, florida","","",,,1
"st. catharines, ontario","st. catharines","canada",43.17126,-79.24267,1
"st. john's","st. john's","canada",47.56494,-52.70931,1
"st. john's, newfoundland","st. john's","canada",47.56494,-52.70931,1
"st. john's, nl","st. john's","canada",47.56494,-52.70931,1
"st. john's, nl, canada","st. john's","canada",47.56494,-52.70931,1
"st. louis","st. louis","united states",38.62727,-90.19789,1
"st. louis regional area","st. louis","united states",38.62727,-90.19789,1
"st. louis, missouri","st. louis","united states",38.62727,-90.19789,1
"st. thomas, barbados","st. thomas","canada",42.77361,-81.18038,1
"st. timothy school","","",,,1
"st.albert,alberta,canada","st. albert","canada",53.63344,-113.63533,1
"sta.maria,bulacan,philippines","philippines","philippines",12.879721,121.774017,1
"staffordshire - uk","stafford","united kingdom",52.80521,-2.11636,1
"staffs / derbyshire border","","",,,1
"stamford bridge","stamford","united kingdom",52.65,-0.48333,1
"stamford, uppingham and beyond","stamford","united kingdom",52.65,-0.48333,1
"standing beside you","","",,,1
"stanley, co durham","stanley","united kingdom",54.86796,-1.69846,1
"stanstead abbotts, herts","","",,,1
"star system seven","","",,,1
"stars","","",,,1
"state college, pa","state college","united states",40.79339,-77.86,1
"stavanger, norway","stavanger","norway",58.97005,5.73332,1
"stayner, ontario","stanger","south africa",-29.32816,31.28954,1
"stellenbosch university","stellenbosch","south africa",-33.93462,18.86676,1
"stellenbosch, south africa","stellenbosch","south africa",-33.93462,18.86676,1
"step on my pedals","","",,,1
"stie ekuitas '13","","",,,1
"stirling scotland","stirling","united kingdom",56.11903,-3.93682,1
"stirling, scotland","stirling","united kingdom",56.11903,-3.93682,1
"stockholm","stockholm","sweden",59.33258,18.0649,1
"stockholm & sydney","stockholm","sweden",59.33258,18.0649,1
"stockholm sweden","stockholm","sweden",59.33258,18.0649,1
"stockholm sweden.","stockholm","sweden",59.33258,18.0649,1
"stockholm, sverige","stockholm","sweden",59.33258,18.0649,1
"stockholm, sweden","stockholm","sweden",59.33258,18.0649,2
"stockholm-oskarshamn, sweden","stockholm","sweden",59.33258,18.0649,1
"stockholm/sweden","stockholm","sweden",59.33258,18.0649,1
"storybrooke","","",,,1
"stouffville & uxbridge, on","","",,,1
"stouffville (toronto), canada","canada","canada",56.130366,-106.346771,1
"strabane co tyrone","","",,,1
"strasbourg","strasbourg","france",48.58392,7.74553,1
"stratford, ontario","stratford","canada",43.36679,-80.94972,1
"strathcona county, ab","","",,,1
"strathmore,ab","","",,,1
"streetsville, ontario, canada","canada","canada",56.130366,-106.346771,1
"strines sheffield / yorkshire","","",,,1
"strÌ?mstad sverige sweden","","",,,1
"stuck in the burbs of ct","","",,,1
"stuttgart","stuttgart","germany",48.78232,9.17702,1
"sub-ina","","",,,1
"subang-bandung indonesia","","",,,1
"suburban washington, dc","","",,,1
"suck it and see","","",,,1
"sudbury, on canada","sudbury","united states",42.38343,-71.41617,1
"sudbury, ontario","sudbury","united states",42.38343,-71.41617,1
"sudbury, ontario, canada","sudbury","united states",42.38343,-71.41617,1
"suffolk","","",,,1
"suffolk & cambridgeshire, uk","","",,,1
"suffolk gb","","",,,1
"suffolk. uk.","","",,,1
"suffolk/essex border, uk","","",,,1
"suffolk/university of warwick","","",,,1
"suisse","","",,,2
"sukabumi","sukabumi","indonesia",-6.91806,106.92667,1
"sukabumi , indonesia","sukabumi","indonesia",-6.91806,106.92667,1
"sukabumi - malang","sukabumi","indonesia",-6.91806,106.92667,1
"sukabumi, jawa barat","sukabumi","indonesia",-6.91806,106.92667,1
"sukabumi, west java, indonesia","sukabumi","indonesia",-6.91806,106.92667,1
"sukabumi-indonesia","sukabumi","indonesia",-6.91806,106.92667,1
"sukoharjo","","",,,1
"sulawesi selatan, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"sulawesi tengah","","",,,1
"sulawesi utara - indonesia","","",,,1
"sultanate of oman","","",,,1
"sumedang-bandung-purwokerto","sumedang utara","indonesia",-6.85,107.91667,1
"summerston, glasgow, scotland.","","",,,1
"sun, sand & sea‰ªÕ","","",,,1
"sunbury-on-thames","sunbury","australia",-37.57742,144.72607,1
"sundarijal, kathmandu, nepal","nepal","nepal",28.394857,84.124008,1
"sunderland","sundern","germany",51.3281,8.00369,1
"sunderland, on","sundern","germany",51.3281,8.00369,1
"sungailiat, bangka belitung","sungailiat","indonesia",-1.85442,106.12215,1
"sungaipenuh, medan, indonesia","sungai penuh","indonesia",-2.0561,101.3913,1
"sunset buellton","","",,,1
"suomi - finland","","",,,1
"suomi, finland, europe","","",,,1
"supports ban on cow slaughter","","",,,1
"surabaya","surabaya","indonesia",-7.24917,112.75083,1
"surabaya , indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya - denpasar","surabaya","indonesia",-7.24917,112.75083,1
"surabaya - indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya - jawa timur","surabaya","indonesia",-7.24917,112.75083,1
"surabaya - malang, indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya city, east java, ina","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, east java","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, east java, indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, indonesia.","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, jawa timur","surabaya","indonesia",-7.24917,112.75083,1
"surabaya, upn veteran jatim","surabaya","indonesia",-7.24917,112.75083,1
"surabaya,id","surabaya","indonesia",-7.24917,112.75083,1
"surabaya,indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surabaya,jawa timur","surabaya","indonesia",-7.24917,112.75083,1
"surabaya-bandung","surabaya","indonesia",-7.24917,112.75083,1
"surabaya-indonesia","surabaya","indonesia",-7.24917,112.75083,1
"surakarta","surakarta","indonesia",-7.55611,110.83167,1
"surakarta (solo), indonesia","surakarta","indonesia",-7.55611,110.83167,1
"surakarta - blora","surakarta","indonesia",-7.55611,110.83167,1
"surakarta - medan, indonesia","surakarta","indonesia",-7.55611,110.83167,1
"surakarta / kota solo","surakarta","indonesia",-7.55611,110.83167,1
"surakarta hadingningrat","surakarta","indonesia",-7.55611,110.83167,1
"surakarta hadiningrat","surakarta","indonesia",-7.55611,110.83167,1
"surakarta hadiningrat (solo)","surakarta","indonesia",-7.55611,110.83167,1
"surakarta, indonesia","surakarta","indonesia",-7.55611,110.83167,1
"surakarta, jawa tengah","surakarta","indonesia",-7.55611,110.83167,1
"surakartaaaaa, central java","surakarta","indonesia",-7.55611,110.83167,1
"surprisingly near gotham city","","",,,1
"surrey uk","surrey","canada",49.10635,-122.82509,2
"surrey, b.c., canada","surrey","canada",49.10635,-122.82509,1
"surrey, uk","surrey","canada",49.10635,-122.82509,1
"sussex, england","","",,,1
"sustainability institute","","",,,1
"sutton coldfield,west midlands","","",,,1
"sutton qc and new york","","",,,1
"suva, fiji","suva","fiji",-18.14161,178.44149,1
"sverige","","",,,1
"sw london (rbk)","","",,,1
"sw london, england, uk","","",,,1
"sw scotland","","",,,1
"sw1","","",,,1
"sw4 6jp","","",,,1
"swansea 01792 642020","swansea","united states",41.74816,-71.18977,1
"swe / dxb","","",,,1
"sweden","sweden","sweden",60.128161,18.643501,1
"sweden and china ^^","","",,,1
"swiss & welt","","",,,1
"switzerland","switzerland","switzerland",46.818188,8.227512,1
"swoozie&jenna marbles follows","","",,,1
"sword boys' hell","","",,,1
"syd","","",,,1
"sydney","sydney","canada",46.1351,-60.1831,2
"sydney australia","","",,,2
"sydney australia.","","",,,1
"sydney nsw","sydney","canada",46.1351,-60.1831,1
"sydney via london","","",,,1
"sydney, australia","sydney","canada",46.1351,-60.1831,2
"sydney, nsw","sydney","canada",46.1351,-60.1831,1
"sydney/south coast australia","","",,,1
"syracuse, ny","syracuse","united states",41.08939,-112.06467,1
"syria al-assad","","",,,1
"sÌ?bener straÌÙe, munich‰ÛÜ","","",,,1
"sÌ£o carlos","s√£o carlos","brazil",-22.0175,-47.89083,1
"sÌ£o paulo","s√£o paulo","brazil",-23.5475,-46.63611,1
"sÌ£o paulo - brasil","","",,,1
"sÌ£o paulo, brasil","s√£o paulo","brazil",-23.5475,-46.63611,1
"sÌ£o paulo, brazil","s√£o paulo","brazil",-23.5475,-46.63611,1
"sÌ£o paulo, sp","s√£o paulo","brazil",-23.5475,-46.63611,1
"sÌ£o vicente-sp","","",,,1
"tabanan, singaraja, jogja","tabanan","indonesia",-8.5413,115.12522,1
"tabanan,bali indonesia","tabanan","indonesia",-8.5413,115.12522,1
"tabriz","tabriz","iran",38.08,46.2919,1
"tacoma, wa","tacoma","united states",47.25288,-122.44429,1
"taguig, philippines","taguig","philippines",14.5243,121.0792,1
"taiwan, taipei.","","",,,1
"taizÌ©, france","france","france",46.227638,2.213749,1
"takhmau, kandal, cambodia","ta khmau","cambodia",11.48333,104.95,1
"takoma park, maryland","takoma park","united states",38.97789,-77.00748,1
"talagabodas no.66 bdg ‰ Õ7330781","","",,,1
"tallahassee, florida","tallahassee","united states",30.43826,-84.28073,1
"tampa florida","","",,,1
"tampa, florida","tampa","united states",27.94752,-82.45843,1
"tampa, florida usa","tampa","united states",27.94752,-82.45843,1
"tampere","tampere","finland",61.49911,23.78712,1
"tana ogi wanuakku","","",,,1
"tanah grogot kab paser-kaltim","","",,,1
"tanah indah loh jinawi","","",,,1
"tanah papua","","",,,1
"tanah, air, dan udara","","",,,1
"tanay, rizal, philippines","tanay","philippines",14.4968,121.2846,1
"tangalle","tanga","tanzania",-5.06893,39.09875,1
"tangerang","tangerang","indonesia",-6.17806,106.63,1
"tangerang city","tangerang","indonesia",-6.17806,106.63,1
"tangerang raya","tangerang","indonesia",-6.17806,106.63,1
"tangerang selatan","tangerang","indonesia",-6.17806,106.63,1
"tangerang yg penuh dgn polusi!","tangerang","indonesia",-6.17806,106.63,1
"tangerang | surakarta","tangerang","indonesia",-6.17806,106.63,1
"tangerang, banten","tangerang","indonesia",-6.17806,106.63,1
"tangerang, indonesia","tangerang","indonesia",-6.17806,106.63,1
"tangerang,banten,indonesia","tangerang","indonesia",-6.17806,106.63,1
"tangerang-id","tangerang","indonesia",-6.17806,106.63,1
"tangerang-indonesia","tangerang","indonesia",-6.17806,106.63,1
"tangerang-yogya, indonesia","tangerang","indonesia",-6.17806,106.63,1
"tangier - morocco","tangier","morocco",35.76727,-5.79975,1
"tanjung karang, malaysia","tanjung tokong","malaysia",5.46061,100.30742,1
"tanjungpinang - kepulauan riau","tanjungpinang","indonesia",0.91667,104.45,1
"tanzania","tanzania","tanzania",-6.369028,34.888822,1
"taranto, italy","taranto","italy",40.41639,17.25478,1
"tardis","","",,,1
"tardis, camelot, storybrooke","","",,,1
"tarragona, espaÌ±a","tarragona","spain",41.11667,1.25,1
"tasmania, australia","tamana","japan",32.91667,130.56667,1
"tawau, sabah","tawau","malaysia",4.24482,117.89115,1
"taytay, rizal","taytay","philippines",14.55883,121.13285,1
"tc, mi/washington dc/global","","",,,1
"tea, anyone?","tena","ecuador",-0.9938,-77.81286,1
"tegal","tegal","indonesia",-6.8694,109.1402,1
"tegal - jawa tengah","","",,,1
"tehran","tehran","iran",35.69439,51.42151,1
"tehran, iran","tehran","iran",35.69439,51.42151,1
"tehran-iran","tehran","iran",35.69439,51.42151,1
"telford and wrekin","telford","united kingdom",52.67659,-2.44926,1
"telford, shropshire","telford","united kingdom",52.67659,-2.44926,1
"telok belangah,singapore","singapore","singapore",1.352083,103.819836,1
"temanggung-yogyakarta","","",,,1
"tembalang - semarang","","",,,1
"tempat bermain gonzaga","","",,,1
"tempe, arizona","tempe","united states",33.41477,-111.90931,1
"tempe, az","tempe","united states",33.41477,-111.90931,1
"temuco","temuco","chile",-38.73965,-72.59842,1
"temuco, villarrica, osorno","temuco","chile",-38.73965,-72.59842,1
"tenggarong - kukar","","",,,1
"tepat disampingmu hehehehe","","",,,1
"terminal 1 - juanda airport","","",,,1
"ternate","ternate","philippines",14.2897,120.7168,1
"terra incognita","","",,,1
"terre","terrace","canada",54.51634,-128.60345,1
"terre mer air ... etoiles !","","",,,1
"texas","","",,,1
"texas tech university","","",,,1
"texas/florida","","",,,1
"tgr-jkt","","",,,1
"thailand","thailand","thailand",15.870032,100.992541,1
"thailand & uk","thailand","thailand",15.870032,100.992541,1
"the 0-2-0-3-8","","",,,1
"the 3rd coast - chicago","","",,,1
"the beach, toronto, canada","canada","canada",56.130366,-106.346771,1
"the beatiful city, solo","","",,,1
"the beautiful earth","","",,,1
"the big river, missouri","","",,,1
"the blue one","","",,,1
"the blue planet","","",,,1
"the dorset/devon border","","",,,1
"the earth","","",,,1
"the forks market winnipeg, mb","","",,,1
"the garden","","",,,1
"the gold coast","","",,,1
"the great barrier reef","","",,,1
"the great below","","",,,1
"the great white north","","",,,1
"the hague, nl","the hague","netherlands",52.07667,4.29861,1
"the infinite universe","","",,,1
"the island of misfit toys","","",,,1
"the kit kat klub","","",,,1
"the liberal state of kuwait","","",,,1
"the malvern hills","","",,,1
"the mile high city","","",,,1
"the moon","","",,,1
"the moon - ecuador","","",,,1
"the netherlands","","",,,2
"the non-coast","","",,,1
"the north","","",,,1
"the ocean","","",,,1
"the original shrimp blogger","","",,,1
"the philippines","","",,,1
"the rain city pride ‰÷â","","",,,1
"the sawmill (closed weekends)","","",,,1
"the sha","","",,,1
"the shire","","",,,1
"the shire, middle earth","","",,,1
"the shore of north end bondi","","",,,1
"the sunny south","","",,,1
"the tahoe basin","","",,,1
"the third world","","",,,1
"the universe","","",,,1
"the world","","",,,2
"the world & their lives •£À","","",,,1
"the world of enemy","","",,,1
"the yas island, abu dhabi","","",,,1
"theatre of dream","","",,,1
"thessaloniki (greece) /glasgow","thessaloniki","greece",40.64361,22.93086,1
"thiruvananthapuram, kerala","thiruvananthapuram","india",8.4855,76.94924,2
"this is my personal account.","","",,,1
"this spot . hehehehe x","","",,,1
"thornhill","","",,,1
"thornhill, on","","",,,1
"thornhill, on, canada","canada","canada",56.130366,-106.346771,1
"thousand oaks, ca","thousand oaks","united states",34.17056,-118.83759,1
"thrissur","","",,,1
"tierra de aaa","","",,,1
"tierra de canes","","",,,1
"tierra, universo","tierralta","colombia",8.17361,-76.05917,1
"time to go","","",,,1
"timisoara, romania","timisoara","romania",45.75372,21.22571,1
"timmins, ontario","timmins","canada",48.46686,-81.33312,1
"timor-leste","timor-leste","timor-leste",-8.874217,125.727539,1
"timur indonesia","","",,,1
"tinley park","tinley park","united states",41.57337,-87.78449,1
"tipp city, oh","","",,,1
"tipperary","","",,,1
"tirana - albania","","",,,1
"tiverton, ri","","",,,1
"tjÌ?rn","","",,,1
"tlaxcala, jalisco, mexico","tlaxcala de xicohtencatl","mexico",19.31905,-98.19982,1
"tn/ks","","",,,1
"tng - boo","","",,,1
"to the right of the dot ;)","","",,,1
"tokyo and indonesia","","",,,1
"tokyo‹Å»‹Å ‹ÛâçÓ?Œá´ŒÊ«‹ÄÔ‹Ä©‹ÄÛ‹â?‹â?","","",,,1
"toledo, ohio","toledo","united states",41.66394,-83.55521,1
"toledo, ohio.","toledo","united states",41.66394,-83.55521,1
"tongwynlais, cardiff","","",,,1
"top of the world","","",,,1
"torino","tornio","finland",65.84811,24.14662,1
"torino, italia","tornio","finland",65.84811,24.14662,1
"toronto","toronto","canada",43.70011,-79.4163,2
"toronto & barbados","toronto","canada",43.70011,-79.4163,1
"toronto / montreal","toronto","canada",43.70011,-79.4163,1
"toronto and surrounding area","","",,,1
"toronto area & all over canada","","",,,1
"toronto canada","toronto","canada",43.70011,-79.4163,1
"toronto for now.","toronto","canada",43.70011,-79.4163,1
"toronto on","toronto","canada",43.70011,-79.4163,1
"toronto on canada","toronto","canada",43.70011,-79.4163,1
"toronto on, canada","toronto","canada",43.70011,-79.4163,1
"toronto ontario","toronto","canada",43.70011,-79.4163,2
"toronto ottawa montrÌ©al quÌ©bec","","",,,1
"toronto | florida | nyc","toronto","canada",43.70011,-79.4163,1
"toronto | ontario | canada","","",,,1
"toronto åá all opinions my own","","",,,1
"toronto!","toronto","canada",43.70011,-79.4163,1
"toronto, canada","toronto","canada",43.70011,-79.4163,3
"toronto, on","toronto","canada",43.70011,-79.4163,3
"toronto, on and boston, ma","toronto","canada",43.70011,-79.4163,1
"toronto, on canada","toronto","canada",43.70011,-79.4163,1
"toronto, on, canada","toronto","canada",43.70011,-79.4163,1
"toronto, ontario","toronto","canada",43.70011,-79.4163,2
"toronto, ontario canada","toronto","canada",43.70011,-79.4163,1
"toronto, ontario | mon-fri 9-4","toronto","canada",43.70011,-79.4163,1
"toronto, ontario, canada","toronto","canada",43.70011,-79.4163,1
"toronto, ontario, canada!","toronto","canada",43.70011,-79.4163,1
"toronto, vancouver, n. america","toronto","canada",43.70011,-79.4163,1
"toronto,canada","toronto","canada",43.70011,-79.4163,1
"toronto,on","toronto","canada",43.70011,-79.4163,1
"toronto,ontario.","toronto","canada",43.70011,-79.4163,1
"toronto. canada","toronto","canada",43.70011,-79.4163,1
"toronto/gta/ ottawa &outaouais","","",,,1
"toronto:","toronto","canada",43.70011,-79.4163,1
"toronto‰ù?•üèst‰Û¢thomas‰ù?•üècanada","","",,,1
"torpoint,cornwall, uk","","",,,1
"torquay, devon tq26el england","","",,,1
"tortuga-candytown-fairyland","","",,,1
"tortured clouds of eta carinae","","",,,1
"toscana, italia","","",,,1
"totally wasnt a fan acc b4","","",,,1
"totnes, devon","","",,,1
"touch down in christ's zone","","",,,1
"toulon, var","toulon","france",43.11667,5.93333,1
"townsville","townsville","australia",-19.26639,146.80569,1
"townsville, queensland","townsville","australia",-19.26639,146.80569,1
"tph | sac","","",,,1
"tps aux. staff sergeant","","",,,1
"tra genova e savona - liguria","","",,,1
"transito_bengkulu","","",,,1
"tri-cities","","",,,1
"trieste-goteborg-zurich","trieste","italy",45.64325,13.7903,1
"tring","","",,,1
"trinidad","trinidad and tobago","trinidad and tobago",10.691803,-61.222503,1
"trinidad & tobago","trinidad and tobago","trinidad and tobago",10.691803,-61.222503,1
"trinidad and tobago","trinidad and tobago","trinidad and tobago",10.691803,-61.222503,1
"tromsÌü, norway","norway","norway",60.472024,8.468946,1
"trondheim","trondheim","norway",63.43049,10.39506,1
"tropical north queensland","","",,,1
"tropical se florida","","",,,1
"trotoar ibukota","","",,,1
"troyes","troyes","france",48.3,4.08333,1
"true love **est. 1995","","",,,1
"tsim sha tsui, kowloon, hk","","",,,1
"tsu city, japan","japan","japan",36.204824,138.252924,1
"tucson, arizona","tucson","united states",32.22174,-110.92648,1
"tulsa, ok","tulsa","united states",36.15398,-95.99277,1
"tulsa, ok, usa","tulsa","united states",36.15398,-95.99277,1
"tunisia","tunisia","tunisia",33.886917,9.537499,1
"tunisie","tunisia","tunisia",33.886917,9.537499,1
"tunisie 3","tunisia","tunisia",33.886917,9.537499,1
"tura, india","tura","india",25.51421,90.20239,1
"turi - sleman - di yogyakarta","","",,,1
"turin - italy","","",,,1
"turkey","turkey","turkey",38.963745,35.243322,1
"turku","turku","finland",60.45148,22.26869,1
"turku, finland","turku","finland",60.45148,22.26869,1
"turtle island","","",,,1
"tuxtla gutiÌ©rrez, chiapas, mx","tuxtla guti√©rrez","mexico",16.75973,-93.11308,1
"tw hockey and floorball","","",,,1
"twin cities","","",,,1
"twoe-comcenter, moa complex","","",,,1
"tÌ?rkiye","","",,,1
"tÌ?rkiye cumhuriyeti","","",,,1
"u of ala","","",,,1
"u.s.","","",,,1
"u.s. & global","","",,,1
"u.s.a","","",,,1
"u.s.a.","","",,,1
"uae","","",,,1
"uae - sharjah","","",,,1
"uae dubai al ain road route 66","","",,,1
"uae ‰ª´","","",,,1
"ucla los angeles, ca","","",,,1
"ue - france","","",,,1
"uhn, toronto, canada","canada","canada",56.130366,-106.346771,1
"ui depok","","",,,1
"uio - ecuador","","",,,1
"ujungberung town, bandung","","",,,1
"uk","","",,,2
"uk & ireland","","",,,1
"uk & worldwide","","",,,1
"uk - south wales","","",,,1
"uk and central europe","","",,,1
"uk and ireland","","",,,1
"uk and tanzania","","",,,1
"uk definitely the north!","","",,,1
"uk south east","","",,,1
"uk warwickshire cv35 9ef","","",,,1
"uk wide","","",,,1
"uk, spain, potugal & gibraltar","","",,,1
"ukraine, bila tserkva","","",,,1
"umbria italy","","",,,1
"uncertain","","",,,1
"under heaven's skies","","",,,1
"under the banner of heaven","","",,,1
"under the flag of echelon","","",,,1
"under the moon","","",,,1
"under the star-filled sky.","","",,,1
"underneath a palm tree","","",,,1
"unephq, nairobi, kenya","kenya","kenya",-0.023559,37.906193,1
"unexpected‰Û¢weird‰Û¢unkabogable","","",,,1
"unhq, new york","","",,,1
"unhq, new york, ny","","",,,1
"unidentified","","",,,1
"union city, nj","union city","united states",37.59577,-122.01913,1
"unionville, ontario, canada","canada","canada",56.130366,-106.346771,1
"united arab emirates","united arab emirates","united arab emirates",23.424076,53.847818,1
"united arab emirates - #alain","united arab emirates","united arab emirates",23.424076,53.847818,1
"united arab emirates uae","united arab emirates","united arab emirates",23.424076,53.847818,1
"united kingdom","united kingdom","united kingdom",55.378051,-3.435973,1
"united kingdom~england.","united kingdom","united kingdom",55.378051,-3.435973,1
"united nations, new york","","",,,1
"united state of america","united states","united states",37.09024,-95.712891,1
"united states","united states","united states",37.09024,-95.712891,1
"united states and south africa","united states","united states",37.09024,-95.712891,1
"united states of america","united states","united states",37.09024,-95.712891,1
"united states of mind","united states","united states",37.09024,-95.712891,1
"universal","universal city","united states",34.1389,-118.35341,1
"universe","university","united states",28.0692,-82.43609,1
"universitas brawijaya malang","university city","united states",38.65588,-90.30928,1
"universitas budi luhur","university","united states",28.0692,-82.43609,1
"universitas indonesia","university","united states",28.0692,-82.43609,1
